director_name,actor_name,genres,movie_title
Michael Winterbottom,Steve Coogan,Comedy Drama,tristram shandy: a cock and bull story
Jeff Nichols,Katy Mixon,Drama Thriller,take shelter
Frank LaLoggia,Alex Rocco,Fantasy Horror Mystery Thriller,lady in white
Jeremy Brock,Rupert Grint,Comedy Drama,driving lessons
Scott Foley,Donald Faison,Comedy Crime,let's kill ward's wife
Tobe Hooper,Bill Johnson,Comedy Horror,the texas chainsaw massacre 2
Sam Peckinpah,James Coburn,Biography Drama Romance Western,pat garrett & billy the kid
Nicolas Winding Refn,Ryan Gosling,Crime Drama,only god forgives
Christophe Ali,Denis Lavant,Drama,camping sauvage
Gabriela Tagliavini,Maria Conchita Alonso,Comedy,without men
Shekar,Bhama,Comedy Romance,barfi
Shona Auerbach,Gerard Butler,Drama Romance,dear frankie
Leonard Farlinger,Keith Carradine,Western,all hat
Michel Leclerc,Sara Forestier,Comedy Drama Romance,the names of love
Analeine Cal y Mayor,Zoë Kravitz,Comedy Drama,treading water
Tom Kalin,Eddie Redmayne,Drama,savage grace
Robert Sarkies,William Kircher,Crime Drama,out of the blue
Hugh Wilson,Steve Guttenberg,Comedy,police academy
Randal Kleiser,Brooke Shields,Adventure Drama Romance,the blue lagoon
Mike Newell,Kristin Scott Thomas,Comedy Drama Romance,four weddings and a funeral
Amy Heckerling,Jennifer Jason Leigh,Comedy Drama,fast times at ridgemont high
John Huston,Royal Dano,Adventure Drama,moby dick
Spike Lee,Philip Seymour Hoffman,Drama,25th hour
unknown,Dan Fogler,Crime Drama,secrets and lies            
Lana Wachowski,Christopher Meloni,Crime Drama Romance Thriller,bound
Darren Aronofsky,Ellen Burstyn,Drama,requiem for a dream
Walter Lang,Dana Andrews,Musical Romance,state fair
Carlos Saura,Mía Maestro,Drama Musical,tango
Oliver Stone,Jim Belushi,Drama History Thriller War,salvador
Andrew Erwin,Alex Kendrick,Comedy,moms' night out
Richard Kelly,Jake Gyllenhaal,Drama Sci-Fi Thriller,donnie darko
Beto Gómez,Jaime Camil,Adventure Comedy Western,saving private perez
Mike van Diem,Jan Decleir,Crime Drama Mystery,character
Jonas Åkerlund,Patrick Fugit,Comedy Crime Drama,spun
Todd Solondz,Rich Pecci,Comedy Drama,life during wartime
Chan-wook Park,Min-sik Choi,Crime Drama,lady vengeance
René Féret,Nicolas Giraud,Biography Drama Music Romance,mozart's sister
Barry Skolnick,Jason Statham,Comedy Drama Sport,mean machine
Johnnie To,Simon Yam,Action Crime Thriller,exiled
Mateo Gil,Sam Shepard,Action Adventure Western,blackthorn
Lukas Moodysson,Oksana Akinshina,Crime Drama,lilya 4-ever
Agnieszka Wojtowicz-Vosloo,Liam Neeson,Drama Horror Mystery Thriller,after.life
Kabir Sadanand,Jimmy Shergill,Drama Thriller,fugly
Milos Forman,Scatman Crothers,Drama,one flew over the cuckoo's nest
Peter DeLuise,Katherine McNamara,Comedy,r.l. stine's monsterville: the cabinet of souls
Mel Brooks,Sid Caesar,Comedy Romance,silent movie
Raja Menon,Nimrat Kaur,Action Drama History Thriller War,airlift
unknown,Zack Ward,Drama Family,anne of green gables            
Ernie Barbarash,Michael Jai White,Action Adventure,falcon rising
Nick Love,Hayley Atwell,Action Crime Drama,the sweeney
Jonathan Glazer,Ray Winstone,Crime Thriller,sexy beast
Daniel Espinosa,Fabian Bolin,Action Crime Drama Thriller,easy money
Niki Caro,Keisha Castle-Hughes,Drama Family,whale rider
R. Balki,Vidya Balan,Comedy Drama,paa
Ivan Engler,Yangzom Brauen,Mystery Sci-Fi Thriller,cargo
Joe Wright,Hugh Jackman,Adventure Family Fantasy,pan
Kenny Ortega,Lucas Grabeel,Comedy Drama Family Music Musical Romance,high school musical
unknown,Dorian Missick,Crime Drama,animal kingdom            
Richard Kwietniowski,Jason Priestley,Comedy Drama,love and death on long island
Timur Bekmambetov,Konstantin Khabenskiy,Fantasy Thriller,night watch
Neil Jordan,Jim Broadbent,Crime Drama Romance Thriller,the crying game
Bob Clark,Art Hindle,Comedy,porky's
George A. Romero,Julian Richings,Horror,survival of the dead
Sofia Coppola,Scarlett Johansson,Drama,lost in translation
Woody Allen,Woody Allen,Comedy Romance,annie hall
Cecil B. DeMille,Gloria Grahame,Drama Family Romance,the greatest show on earth
Ridley Scott,Christian Bale,Action Adventure Drama,exodus: gods and kings
Marc Forster,Heath Ledger,Drama Romance,monster's ball
Henry Hobson,Joely Richardson,Drama Horror,maggie
Mike Figgis,Nicolas Cage,Drama Romance,leaving las vegas
Duane Journey,Molly C. Quinn,Comedy Horror,hansel & gretel get baked
Dan O'Bannon,Linnea Quigley,Comedy Horror Sci-Fi,the return of the living dead
Billy Wilder,Austin Pendleton,Comedy Drama Romance,the front page
Rob Cohen,Ryan Guzman,Mystery Thriller,the boy next door
Carol Reed,Gina Lollobrigida,Drama Romance,trapeze
unknown,Holly Hunter,Drama Fantasy,saving grace            
Lisa Cholodenko,Josh Hutcherson,Comedy Drama,the kids are all right
John Carpenter,Meg Foster,Horror Sci-Fi Thriller,they live
John Sturges,James Coburn,Adventure Drama History Thriller War,the great escape
William Arntz,Marlee Matlin,Comedy Documentary Drama Fantasy Mystery Sci-Fi,what the #$*! do we (k)now!?
Ed Gass-Donnelly,Muse Watson,Drama Horror Thriller,the last exorcism part ii
Richard Linklater,Ellar Coltrane,Drama,boyhood
Woody Allen,Scarlett Johansson,Comedy Crime Mystery,scoop
Tim Burton,Cary-Hiroyuki Tagawa,Action Adventure Sci-Fi Thriller,planet of the apes
DJ Pooh,Angell Conwell,Comedy,the wash
DJ Pooh,Mo'Nique,Comedy,3 strikes
Wayne Kramer,Estella Warren,Crime Drama Fantasy Romance,the cooler
John Huston,Montgomery Clift,Drama Romance Western,the misfits
Patrick Stettner,Robin Williams,Crime Mystery Thriller,the night listener
James Melkonian,Vincent Pastore,Comedy Crime,the jerky boys
Wes Craven,Frank Grillo,Horror Mystery Thriller,my soul to take
J.A. Bayona,Geraldine Chaplin,Drama Mystery Thriller,the orphanage
Michael Tiddes,Ashley Rickards,Comedy Fantasy,a haunted house 2
Roger Avary,Ian Somerhalder,Comedy Drama Romance,the rules of attraction
Alfred Hitchcock,Roscoe Lee Browne,Drama Thriller,topaz
Bob Odenkirk,Dylan Baker,Comedy Crime,let's go to prison
Allison Anders,Salma Hayek,Comedy Fantasy,four rooms
Steven Shainberg,Jeremy Davies,Comedy Drama Romance,secretary
Rick de Oliveira,Laura Ramsey,Documentary,the real cancun
Oliver Stone,Michael Wincott,Drama,talk radio
Christopher Guest,Catherine O'Hara,Comedy,waiting for guffman
Jeff Franklin,Ivana Milicevic,Comedy,love stinks
John Dahl,Philip Baker Hall,Comedy Crime Romance Thriller,you kill me
Mike Mills,Kelli Garner,Comedy Drama,thumbsucker
Kevin Smith,Anna Gunn,Action Crime Horror Thriller,red state
Dave McKean,Stephanie Leonidas,Adventure Fantasy,mirrormask
Ron Fricke,Collin Alfredo St. Dic,Documentary Music,samsara
Ruggero Deodato,Michael Berryman,Adventure Fantasy,the barbarians
Gavin Wiesen,Michael Angarano,Drama Romance,the art of getting by
Mora Stephens,Ray Winstone,Drama Thriller,zipper
Mars Callahan,Chazz Palminteri,Drama Thriller,poolhall junkies
Mike Figgis,Kelly Macdonald,Drama,the loss of sexual innocence
Leos Carax,Kylie Minogue,Drama Fantasy,holy motors
David Gordon Green,Nicolas Cage,Drama,joe
Stefan Schwartz,Peter McNamara,Comedy Crime Romance,shooting fish
Renny Harlin,Viggo Mortensen,Crime Drama Horror Thriller,prison
Robert Lee King,Lauren Ambrose,Comedy Horror Mystery,psycho beach party
Kevin Allen,Craig Ferguson,Comedy,the big tease
Jorge Ramírez Suárez,Hector Kotsifakis,Drama,"buen día, ramón"
David Schwimmer,Noah Emmerich,Crime Drama Thriller,trust
Barry Levinson,Anna Friel,Comedy,an everlasting piece
Sam Miller,Rachel Griffiths,Comedy Romance,among giants
Anne Fontaine,Robin Wright,Drama Romance,adore
Dan Ireland,Salma Hayek,Comedy Drama Romance,the velocity of gary
Fernando León de Aranoa,Luis Tosar,Comedy Drama,mondays in the sun
Jim Mickle,Connor Paolo,Drama Horror Sci-Fi,stake land
unknown,Doug Brochu,Comedy Family Romance,sonny with a chance            
Stephen Kay,Keanu Reeves,Biography Drama,the last time i committed suicide
Karim Aïnouz,Wagner Moura,Drama,futuro beach
Sam Levinson,George Kennedy,Comedy Drama,another happy day
Julian Gilbey,Ed Speleers,Action Adventure Crime Thriller,a lonely place to die
Vincenzo Natali,David Hewlett,Comedy Fantasy,nothing
Aleksandr Veledinskiy,Konstantin Khabenskiy,Adventure Drama,the geographer drank his globe away
Peter H. Hunt,Blythe Danner,Drama Family History Musical,1776
Ruba Nadda,Saad Siddiqui,Drama Mystery Romance Thriller,inescapable
Howard Hughes,Jean Harlow,Drama War,hell's angels
Edward Burns,Debra Messing,Comedy Drama Romance,purple violets
Phil Joanou,Lily Rabe,Horror,the veil
Sean Byrne,Robin McLeavy,Horror Thriller,the loved ones
Chris Stokes,Kristen Quintrall,Horror,no vacancy
Mark Griffiths,Eric Mabius,Comedy Romance,how to fall in love
Bruce Macdonald,Rachel Hendrix,Adventure Biography Drama Romance,the perfect wave
Timur Bekmambetov,Morgan Freeman,Adventure Drama History,ben-hur
Fred Zinnemann,Robert Shaw,Biography Drama History,a man for all seasons
Sidney Lumet,Robert Duvall,Drama Romance,network
Victor Fleming,Hattie McDaniel,Drama History Romance War,gone with the wind
Richard Raymond,Tom Cullen,Biography Drama,desert dancer
Sam Peckinpah,James Coburn,Adventure War Western,major dundee
Alan Jacobs,Snoop Dogg,Drama,down for life
George Sidney,Keenan Wynn,Biography Comedy Musical Romance Western,annie get your gun
Christopher Morris,Kayvan Novak,Comedy Crime Drama,four lions
Andrucha Waddington,Fernanda Montenegro,Drama,house of sand
Peter Stebbings,Michael Kelly,Comedy Crime Drama,defendor
Vincente Minnelli,Gladys Cooper,Adventure Comedy Musical Romance,the pirate
Dagur Kári,Alice Olivia Clarke,Drama,the good heart
Nicholas Hytner,Dominic Cooper,Comedy Drama,the history boys
Jaume Collet-Serra,Liam Neeson,Action Mystery Thriller,unknown
unknown,David Ogden Stiers,Comedy Drama War,m*a*s*h            
John Schlesinger,Brenda Vaccaro,Drama,midnight cowboy
Jim Abrahams,Peter Graves,Comedy,airplane!
Kevin Carraway,Michael Jai White,Action Thriller,chain of command
F. Gary Gray,Nia Long,Comedy Drama,friday
Albert Hughes,Jada Pinkett Smith,Crime Drama Thriller,menace ii society
unknown,Ta'Rhonda Jones,Drama Music,empire            
Michael Gornick,George Kennedy,Comedy Fantasy Horror Thriller,creepshow 2
Sam Peckinpah,Slim Pickens,Comedy Drama Romance Western,the ballad of cable hogue
Richard Brooks,John Forsythe,Biography Crime Drama History,in cold blood
Fred Zinnemann,Colleen Dewhurst,Drama,the nun's story
Jack Smight,Janet Leigh,Action Crime Drama Mystery Thriller,harper
Alfred Hitchcock,Bernard Cribbins,Thriller,frenzy
Robert Eggers,Julian Richings,Horror Mystery,the witch
Michael Martin,Joe Estevez,Comedy,i got the hook up
Edward Burns,John Mahoney,Comedy Drama Romance,she's the one
Bill Condon,Brendan Fraser,Biography Drama,gods and monsters
Juan José Campanella,Ricardo Darín,Drama Mystery Thriller,the secret in their eyes
George A. Romero,Greg Nicotero,Horror,day of the dead
Gideon Raff,Gideon Emery,Horror Thriller,train
Sam Raimi,Ted Raimi,Comedy Fantasy Horror Thriller,evil dead ii
Louis C.K.,Wanda Sykes,Action Adventure Comedy Musical,pootie tang
Anthony C. Ferrante,Ian Ziering,Horror,sharknado
Salvador Carrasco,Elpidia Carrillo,Drama History,la otra conquista
André Øvredal,Otto Jespersen,Comedy Drama Fantasy Horror,trollhunter
Robert Cary,Frances Conroy,Comedy Romance,ira & abby
Akiva Schaffer,Will Forte,Action Comedy Sci-Fi,the watch
Adam Rapp,Zooey Deschanel,Comedy Drama,winter passing
Angela Robinson,Jordana Brewster,Action Comedy Romance,d.e.b.s.
Warren P. Sonoda,Diahann Carroll,Action Biography Crime Drama Family Fantasy,the masked saint
Amanda Gusack,Alice Krige,Crime Drama Mystery Thriller,the betrayed
Avi Nesher,Fisher Stevens,Action Comedy Crime Thriller,taxman
unknown,James Nesbitt,Drama Thriller,the secret            
Charles Adelman,Teri Polo,Horror Thriller,02:13
Jay Oliva,Michael Emerson,Action Animation Crime Sci-Fi Thriller,"batman: the dark knight returns, part 2"
Charles Ferguson,Jane Goodall,Documentary,time to choose
Uwe Boll,Bashar Rahal,Action Adventure Fantasy Thriller,in the name of the king: the last job
Mark Young,Alexa PenaVega,Action Crime Drama Thriller,wicked blood
Daniel Petrie Jr.,Chris Brochu,Drama Thriller,dawn patrol
Antonio Simoncini,Ray Winstone,Crime Mystery Thriller,lords of london
Mel Brooks,Madeline Kahn,Comedy,high anxiety
Luc Jacquet,Morgan Freeman,Documentary,march of the penguins
J.C. Chandor,Kevin Spacey,Biography Drama Thriller,margin call
Eldar Rapaport,Murray Bartlett,Drama Romance,august
Clark Gregg,Anjelica Huston,Comedy Drama,choke
Damien Chazelle,J.K. Simmons,Drama Music,whiplash
Fernando Meirelles,Alice Braga,Crime Drama,city of god
Justin Kerrigan,Danny Dyer,Comedy Music,human traffic
Nathan Frankowski,Corbin Bleu,Biography Drama Music,day one
Karen Moncrieff,James Franco,Crime Drama Mystery,the dead girl
Thomas Vinterberg,Thomas Bo Larsen,Drama,the hunt
Bob Clark,Zack Ward,Comedy Family,a christmas story
Alejandro Monteverde,Armando Riesco,Drama Romance,bella
Mark L. Lester,Roddy McDowall,Action Crime Drama Thriller,class of 1984
Jennifer Finnigan,Geoff Stults,Comedy,the opposite sex
Eric Styles,Samantha Morton,Drama Romance,dreaming of joseph lees
Laurent Cantet,François Bégaudeau,Drama,the class
Roman Polanski,John Cassavetes,Drama Horror,rosemary's baby
John Ford,Lee Marvin,Drama Western,the man who shot liberty valance
Max Mayer,Peter Gallagher,Drama Romance,adam
Joshua Marston,Catalina Sandino Moreno,Crime Drama,maria full of grace
Mike Mills,Goran Visnjic,Comedy Drama Romance,beginners
John Gulager,Krista Allen,Action Comedy Horror Thriller,feast
John Landis,John Belushi,Comedy,animal house
Guy Hamilton,Honor Blackman,Action Adventure Thriller,goldfinger
Brandon Cronenberg,Sarah Gadon,Horror Sci-Fi Thriller,antiviral
Frank Capra,Donna Reed,Drama Family Fantasy Romance,it's a wonderful life
Danny Boyle,Kelly Macdonald,Drama,trainspotting
Spike Lee,Bernie Mac,Comedy Documentary,the original kings of comedy
Tod Williams,Sprague Grayden,Horror,paranormal activity 2
Kirk Jones,James Nesbitt,Comedy,waking ned devine
Michael Moore,Michael Moore,Crime Documentary Drama,bowling for columbine
Yimou Zhang,Li Gong,Drama,coming home
Jack Sholder,Clu Gulager,Fantasy Horror,a nightmare on elm street 2: freddy's revenge
James Ivory,Julian Sands,Drama Romance,a room with a view
James DeMonaco,Rhys Wakefield,Horror Sci-Fi Thriller,the purge
Scott Derrickson,Danielle Kotch,Horror Mystery,sinister
David Raynr,Nancy O'Dell,Biography Comedy Documentary,martin lawrence live: runteldat
Richard Brooks,Burl Ives,Drama Romance,cat on a hot tin roof
Ted Post,Linda Harrison,Action Adventure Sci-Fi,beneath the planet of the apes
Charles Martin Smith,Kevin Zegers,Comedy Drama Family Sport,air bud
Kunihiko Yuyama,Veronica Taylor,Action Adventure Animation Family Fantasy Sci-Fi,pokémon 3: the movie
Tom McLoughlin,Tony Goldwyn,Horror Thriller,jason lives: friday the 13th part vi
David Lean,William Holden,Adventure Drama War,the bridge on the river kwai
Patrick Read Johnson,Ariana Richards,Adventure Comedy Sci-Fi,spaced invaders
Alfred Hitchcock,Ed Lauter,Comedy Thriller,family plot
Billy Wilder,Fred MacMurray,Comedy Drama Romance,the apartment
Adam Marcus,Kane Hodder,Fantasy Horror Thriller,jason goes to hell: the final friday
Alfred Hitchcock,Tamara Toumanova,Thriller,torn curtain
Michel Gondry,Common,Comedy Documentary Music,dave chappelle's block party
John Maclean,Michael Fassbender,Western,slow west
Michael Schultz,Blair Underwood,Comedy Drama Music,krush groove
Benny Boom,Omari Hardwick,Action Comedy Crime,next day air
Richard Brooks,Shirley Jones,Drama,elmer gantry
Stanley Kramer,Maximilian Schell,Drama War,judgment at nuremberg
David Raynr,Donald Faison,Comedy,trippin'
unknown,Matthew Senreich,Animation Comedy,robot chicken            
Howard Hawks,Montgomery Clift,Action Adventure Romance Western,red river
Nnegest Likké,Mo'Nique,Comedy,phat girlz
Richard Linklater,Seamus Davey-Fitzpatrick,Drama Romance,before midnight
Christopher Leitch,John Astin,Comedy Fantasy,teen wolf too
Don Coscarelli,Angus Scrimm,Action Fantasy Horror Sci-Fi Thriller,phantasm ii
Michael Schultz,Loretta Devine,Drama,woman thou art loosed
Patricia Cardoso,America Ferrera,Comedy Drama,real women have curves
unknown,Rachel Griffiths,Drama War,deadline gallipoli            
Deepa Mehta,John Abraham,Drama Romance,water
Damien O'Donnell,Archie Panjabi,Comedy Drama,east is east
Peter M. Cohen,Callie Thorne,Comedy Romance,whipped
Mira Nair,Indira Varma,Crime Drama History Romance,kama sutra: a tale of love
Nicole Holofcener,Oliver Platt,Comedy Drama,please give
Mel Stuart,Peter Ostrum,Family Fantasy Musical,willy wonka & the chocolate factory
Anthony Hickox,Julian Sands,Fantasy Horror,warlock: the armageddon
Tom Schulman,Kristy Swanson,Comedy Crime,8 heads in a duffel bag
Terrence Malick,Sam Shepard,Drama Romance,days of heaven
Jill Sprecher,Matthew McConaughey,Drama,thirteen conversations about one thing
Darren Stein,Julie Benz,Comedy Crime Thriller,jawbreaker
Julian Schnabel,Gary Oldman,Biography Drama,basquiat
Noah Baumbach,Greta Gerwig,Comedy Drama Romance,frances ha
Gavin Hood,Terry Pheto,Crime Drama,tsotsi
Todd Solondz,Philip Seymour Hoffman,Comedy Drama,happiness
George Gallo,Eddie Griffin,Comedy Documentary,dysfunktional family
Kevin Smith,Johnny Depp,Comedy Drama Horror,tusk
Chan-wook Park,Min-sik Choi,Drama Mystery Thriller,oldboy
David Nixon,Robyn Lively,Drama Family,letters to god
Jason Eisener,Gregory Smith,Action Comedy Thriller,hobo with a shotgun
Enrique Begne,Kevin Pollak,Action Comedy,compadres
Matthew Bright,Bokeem Woodbine,Comedy Crime Drama Thriller,freeway
Michael Landon Jr.,William Morgan Sheppard,Drama Family Western,love's abiding joy
Andrea Arnold,Michael Fassbender,Drama,fish tank
Whit Stillman,Greta Gerwig,Comedy Drama Romance,damsels in distress
unknown,Craig T. Nelson,Horror Sci-Fi Thriller,creature            
Leslye Headland,Kirsten Dunst,Comedy Romance,bachelorette
unknown,Danny Pino,Comedy Drama Horror Sci-Fi Thriller,braindead            
Bobby Roth,Virginia Madsen,Drama Family Music,brave new girl
Tim Heidecker,Michael Gross,Comedy,tim and eric's billion dollar movie
Rupert Wyatt,George Kennedy,Crime Drama Thriller,the gambler
unknown,Susan Hampshire,Drama,the grand            
Marco Kreuzpaintner,Alicja Bachleda,Comedy Drama Romance Sport,summer storm
